VesselName,MMSI,VesselType,Length,Width,SOG,Status
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,9.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,9.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,9.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,6.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.2,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.6,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.7,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.5,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.4,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.9,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8,undefined
EARLY DAWN,366940480,1001,32.95,8.82,7.3,undefined
EARLY DAWN,366940480,1001,32.95,8.82,8.1,undefined
